car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,brand,model,power_to_weight_ratio,wheelbase_squared,carlength_squared,carwidth_squared,carheight_squared,curbweight_squared,enginesize_squared,boreratio_squared,stroke_squared,compressionratio_squared,horsepower_squared,peakrpm_squared,citympg_squared,highwaympg_squared,log_enginesize
57,3,mazda glc,1,0,1,2,2,0,-0.5754194797415013,-0.4102707665610491,-0.0971066599665397,-1.6922195648329628,-0.3380109996299826,6,6,-1.3699071930599251,2,0.0009027328433861,-0.0013254244966976,-0.1873984760446297,-0.0790180693726852,1.838671140486252,-1.2594703488777836,-1.1283320324308166,11845.0,11,80,0.0424369747899159,9082.09,28561.0,4316.490000000001,2460.1600000000003,5664400,4900,11.0889,10.595025,88.36000000000001,10201,36000000,289,529,4.262679877041316
58,3,mazda rx-7 gs,1,0,1,2,2,0,-0.5754194797415013,-0.4102707665610491,-0.0971066599665397,-1.6922195648329628,-0.3283846687522428,6,6,-1.3699071930599251,2,0.0009027328433861,-0.0013254244966976,-0.1873984760446297,-0.0790180693726852,1.838671140486252,-1.2594703488777836,-1.1283320324308166,13645.0,11,116,0.0423480083857442,9082.09,28561.0,4316.490000000001,2460.1600000000003,5688225,4900,11.0889,10.595025,88.36000000000001,10201,36000000,289,529,4.262679877041316
59,3,mazda glc 4,1,0,1,2,2,0,-0.5754194797415013,-0.4102707665610491,-0.0971066599665397,-1.6922195648329628,-0.1069790585642279,6,6,-1.1291811733639845,5,0.0009027328433861,-0.0013254244966976,-0.1873984760446297,0.7828848156470605,1.838671140486252,-1.4126996791566833,-1.1283320324308166,15645.0,11,81,0.054,9082.09,28561.0,4316.490000000001,2460.1600000000003,6250000,6400,11.0889,10.595025,88.36000000000001,18225,36000000,256,529,4.394449154672439
60,1,mazda 626,1,0,1,2,1,0,0.0072272556727322,0.304760112461403,0.2767311859140422,-0.010206149220255,-0.3283846687522428,3,2,-0.1181318906410324,1,0.2229750123157637,0.4302171983992784,-0.3892993436791013,-0.5099695118825581,-0.6832864873900676,0.1195936236323119,0.1817828825061606,8845.0,11,22,0.0352201257861635,9761.44,31612.840000000004,4422.25,2883.6900000000005,5688225,14884,11.4921,11.4921,73.96,7056,23040000,676,1024,4.812184355372417
61,0,mazda glc custom l,1,0,0,3,1,0,0.0072272556727322,0.304760112461403,0.2767311859140422,0.7282387649511761,-0.280253014363544,3,2,-0.1181318906410324,1,0.2229750123157637,0.4302171983992784,-0.3892993436791013,-0.5099695118825581,-0.6832864873900676,0.1195936236323119,0.1817828825061606,8495.0,11,83,0.0348547717842323,9761.44,31612.840000000004,4422.25,3080.25,5808100,14884,11.4921,11.4921,73.96,7056,23040000,676,1024,4.812184355372417
62,1,mazda glc custom,1,0,1,2,1,0,0.0072272556727322,0.304760112461403,0.2767311859140422,-0.010206149220255,-0.3283846687522428,3,2,-0.1181318906410324,1,0.2229750123157637,0.4302171983992784,-0.3892993436791013,-0.5099695118825581,-0.6832864873900676,0.1195936236323119,0.1817828825061606,10595.0,11,82,0.0352201257861635,9761.44,31612.840000000004,4422.25,2883.6900000000005,5688225,14884,11.4921,11.4921,73.96,7056,23040000,676,1024,4.812184355372417
63,0,mazda rx-4,1,0,0,3,1,0,0.0072272556727322,0.304760112461403,0.2767311859140422,0.7282387649511761,-0.280253014363544,3,2,-0.1181318906410324,1,0.2229750123157637,0.4302171983992784,-0.3892993436791013,-0.5099695118825581,-0.6832864873900676,0.1195936236323119,0.1817828825061606,10245.0,11,115,0.0348547717842323,9761.44,31612.840000000004,4422.25,3080.25,5808100,14884,11.4921,11.4921,73.96,7056,23040000,676,1024,4.812184355372417
64,0,mazda glc deluxe,0,0,0,3,1,0,0.0072272556727322,0.304760112461403,0.2767311859140422,0.7282387649511761,-0.2167192305704614,3,2,-0.1181318906410324,3,0.2229750123157637,0.4302171983992784,3.169203448378457,-1.0169712089529968,-0.9985311908746076,1.651886926421307,1.637466121325024,10795.0,11,84,0.0261972984036021,9761.44,31612.840000000004,4422.25,3080.25,5968249,14884,11.4921,11.4921,515.29,4096,21622500,1296,1764,4.812184355372417
65,0,mazda 626,1,0,0,2,1,0,0.0072272556727322,0.304760112461403,0.2767311859140422,0.7282387649511761,-0.2513740217303246,3,2,-0.1181318906410324,1,0.2229750123157637,0.4302171983992784,-0.3892993436791013,-0.5099695118825581,-0.6832864873900676,0.1195936236323119,0.1817828825061606,11245.0,11,22,0.0346391752577319,9761.44,31612.840000000004,4422.25,3080.25,5880625,14884,11.4921,11.4921,73.96,7056,23040000,676,1024,4.812184355372417
66,0,mazda glc,1,0,0,3,2,0,1.0226972802518264,0.0772502873178948,0.0898122629737479,0.2769668729575225,0.2203161912789244,3,2,0.3151749448116612,5,1.5924207357287568,-0.3050035665346055,-0.5407249944049548,0.4026335428442315,-0.2629602160773477,-0.9530116883199848,-0.5460587369032711,18280.0,11,80,0.0449438202247191,11004.010000000002,30625.0,4369.209999999999,2959.36,7128900,19600,14.1376,9.985600000000002,64.0,14400,25000000,361,729,4.948759890378168
67,0,mazda rx-7 gs,0,0,0,3,2,0,1.0226972802518264,0.0772502873178948,0.0898122629737479,0.2769668729575225,0.2780741765453631,3,2,0.1707393329940966,3,0.3710231986306822,1.229370203762196,2.9925401891982943,-0.8141705301248213,-1.944265301328228,0.8857402750268095,1.200761149679365,18344.0,11,116,0.0266666666666666,11004.010000000002,30625.0,4369.209999999999,2959.36,7290000,17956,11.7649,13.2496,484.0,5184,17640000,961,1521,4.90527477843843
68,-1,buick electra 225 custom,0,1,0,3,2,0,1.87169680899828,1.369181080097097,2.052460953846812,1.1384859394908609,1.847166109616947,3,1,1.3502968295042073,3,0.9262038973116256,1.229370203762196,2.86635214692675,0.4786837974047973,-1.6290205978436874,-0.4933236974832861,-0.8371953846670438,25552.0,4,73,0.0349928876244665,12100.0,36442.810000000005,4942.089999999999,3192.25,12355225,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935757608986
69,-1,buick century luxus (sw),0,1,0,4,2,0,1.87169680899828,1.369181080097097,2.052460953846812,2.041029723478168,2.299603660870716,3,1,1.3502968295042073,3,0.9262038973116256,1.229370203762196,2.86635214692675,0.4786837974047973,-1.6290205978436874,-0.4933236974832861,-0.8371953846670438,28248.0,4,41,0.0328,12100.0,36442.810000000005,4942.089999999999,3445.6900000000005,14062500,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935757608986
70,0,buick century,0,1,1,1,2,0,1.3223441727505745,1.092919149565695,2.052460953846812,0.4820904602273648,1.808660786105988,3,1,1.3502968295042073,3,0.9262038973116256,1.229370203762196,2.86635214692675,0.4786837974047973,-1.6290205978436874,-0.4933236974832861,-0.8371953846670438,28176.0,4,40,0.0351931330472103,11384.89,35156.25,4942.089999999999,3014.01,12215025,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935757608986
71,-1,buick skyhawk,0,1,0,3,2,0,2.8039315856610525,2.319847135161037,2.706677184137835,1.0564365045829227,2.338108984381676,3,1,1.3502968295042073,3,0.9262038973116256,1.229370203762196,2.86635214692675,0.4786837974047973,-1.6290205978436874,-0.4933236974832861,-0.8371953846670438,31600.0,4,120,0.0326259946949602,13363.36,41046.76,5140.89,3169.69,14212900,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935757608986
72,-1,buick opel isuzu deluxe,1,0,0,3,2,0,2.8039315856610525,2.319847135161037,2.706677184137835,1.1384859394908609,2.2803509991152366,5,0,2.5779995299535057,5,0.4820593383668702,-0.4968002878217059,-0.4650121690420278,1.2898865127174992,-0.7883680552182476,-1.4126996791566833,-1.8561736518402483,34184.0,4,102,0.0414438502673796,13363.36,41046.76,5140.89,3192.25,13987600,54756,11.9716,9.61,68.89000000000001,24025,22562500,256,324,5.459585514144159
73,3,buick skylark,1,0,1,0,2,0,-0.3590078351590722,0.507893884910963,2.145920415316959,-1.1999229553853428,2.1744613594600994,5,0,2.5779995299535057,5,0.4820593383668702,-0.4968002878217059,-0.4650121690420278,1.2898865127174992,-0.7883680552182476,-1.4126996791566833,-1.8561736518402483,35056.0,4,121,0.0420624151967435,9331.56,32508.090000000004,4970.25,2580.64,13579225,54756,11.9716,9.61,68.89000000000001,24025,22562500,256,324,5.459585514144159
74,0,buick century special,1,0,0,3,2,0,3.686225213574037,2.766741434550069,2.706677184137835,1.220535374398799,2.58839358720291,5,0,4.359372075703469,5,1.740468922043675,0.3023527175412115,-0.5407249944049548,2.0250389734696355,-1.3137758943591475,-1.7191583397144825,-2.1473102996040208,40960.0,4,42,0.0471794871794871,14616.81,43305.61,5140.89,3214.8900000000003,15210000,94864,14.44,11.2225,64.0,33856,20250000,196,256,5.733341276897746
75,1,buick regal sport coupe (turbo),1,0,1,1,2,0,2.2046378006635563,2.0435852046296348,2.8468663763430526,0.6872140474972072,2.2322193447265377,5,0,4.263081667825093,5,1.740468922043675,0.3023527175412115,-0.5407249944049548,2.0250389734696355,-1.3137758943591475,-1.7191583397144825,-2.1473102996040208,45400.0,4,113,0.049528936742934,12544.0,39680.63999999999,5184.0,3069.16,13801225,92416,14.44,11.2225,64.0,33856,20250000,196,256,5.720311776607412
76,1,mercury cougar,1,1,1,2,2,0,0.6564621894200219,0.3535122178492969,0.977677146940136,0.4410657427733958,0.6823800734104337,3,2,0.3151749448116612,5,1.666444828886216,-0.4328680473926725,-0.5407249944049548,1.796888209787938,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,16503.0,12,63,0.0601374570446735,10547.29,31826.56,4624.0,3003.0399999999995,8468100,19600,14.2884,9.7344,64.0,30625,25000000,361,576,4.948759890378168
77,2,mitsubishi mirage,1,0,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.7045931595224864,-1.1999229553853428,-1.227483972733138,3,2,-0.8403099497288552,1,-1.3315309439908782,-0.0812407250329891,-0.1873984760446297,-0.9155708695389092,0.7878554622044521,1.8051162567002064,1.4918977974431378,5389.0,13,94,0.0354535974973931,8779.69,24743.290000000005,4147.360000000001,2580.64,3678724,8464,8.820900000000002,10.4329,88.36000000000001,4624,30250000,1369,1681,4.532599493153256
78,2,mitsubishi lancer,1,0,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.7045931595224864,-1.1999229553853428,-1.1774270521688912,3,2,-0.8403099497288552,1,-1.3315309439908782,-0.0812407250329891,-0.1873984760446297,-0.9155708695389092,0.7878554622044521,0.8857402750268095,1.0551928257974788,6189.0,13,89,0.0349794238683127,8779.69,24743.290000000005,4147.360000000001,2580.64,3779136,8464,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.532599493153256
79,2,mitsubishi outlander,1,0,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.7045931595224864,-1.1999229553853428,-1.061911081636014,3,2,-0.8403099497288552,1,-1.3315309439908782,-0.0812407250329891,-0.1873984760446297,-0.9155708695389092,0.7878554622044521,0.8857402750268095,1.0551928257974788,6669.0,13,104,0.0339321357285429,8779.69,24743.290000000005,4147.360000000001,2580.64,4016016,8464,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.532599493153256
80,1,mitsubishi g4,1,1,1,2,1,0,-0.9583016201565684,-1.360936821624989,-0.984971543932928,-1.1999229553853428,-0.7904485508837522,3,2,-0.6958743379112906,6,-1.1094586645185025,0.4302171983992784,-0.6416754282221906,-0.0536679845191633,0.7878554622044521,-0.1868650369254871,-0.109353765257612,7689.0,13,78,0.0475524475524475,8649.0,24743.290000000005,4070.44,2580.64,4601025,9604,9.1809,11.4921,57.76,10404,30250000,576,900,4.59511985013459
81,3,mitsubishi mirage g4,1,1,1,2,1,0,-0.4089489839088631,-0.0852567306417531,-0.2372958521717572,-1.774268999740901,-0.3572636613854622,3,2,-0.4070031142761615,6,-0.5912900124162876,0.6539800399008949,-0.6669130366764994,0.3012332034301437,0.7878554622044521,-0.3400943672043866,-0.109353765257612,9959.0,13,95,0.0489451476793248,9273.69,29929.0,4277.160000000001,2440.36,5616900,12100,10.0489,11.9716,56.25,13456,30250000,529,900,4.709530201312334
82,3,mitsubishi g4,1,0,1,2,1,0,-0.4089489839088631,-0.0852567306417531,-0.2372958521717572,-1.774268999740901,-0.4381248407584763,3,2,-0.1181318906410324,1,0.0749268260008453,0.6539800399008949,-0.4145369521334101,-0.4085691724684704,-0.2629602160773477,-0.0336357066465875,0.1817828825061606,8499.0,13,78,0.0378006872852233,9273.69,29929.0,4277.160000000001,2440.36,5419584,14884,11.2225,11.9716,72.25,7744,25000000,625,1024,4.812184355372417
83,3,mitsubishi outlander,1,1,1,2,1,0,-0.475537182241917,-0.0690060288457892,0.183271724443895,-1.4460712601091512,0.5341345778932411,3,2,0.7003365763251667,6,0.9262038973116256,1.932624848481563,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,12629.0,13,104,0.0511824920578891,9196.81,29998.239999999994,4395.69,2520.0400000000004,8025889,24336,12.8164,14.8996,49.0,21025,25000000,361,576,5.056245805348308
84,3,mitsubishi g4,1,1,1,2,1,0,-0.475537182241917,-0.0690060288457892,0.183271724443895,-1.4460712601091512,0.7035580013414613,3,2,0.7003365763251667,6,0.9632159438903544,1.932624848481563,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,14869.0,13,78,0.0496405340636768,9196.81,29998.239999999994,4395.69,2520.0400000000004,8532241,24336,12.8881,14.8996,49.0,21025,25000000,361,576,5.056245805348308
85,3,mitsubishi mirage g4,1,1,1,2,1,0,-0.475537182241917,-0.0690060288457892,0.183271724443895,-1.4460712601091512,0.7131843322192011,3,2,0.7003365763251667,6,0.9632159438903544,1.932624848481563,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,14489.0,13,95,0.0495557074504442,9196.81,29998.239999999994,4395.69,2520.0400000000004,8561476,24336,12.8881,14.8996,49.0,21025,25000000,361,576,5.056245805348308
86,1,mitsubishi montero,1,0,0,3,1,0,-0.4089489839088631,-0.134008836029647,-0.2372958521717572,-0.8717252157535934,-0.3668899922632019,3,2,-0.1181318906410324,1,0.0749268260008453,0.6539800399008949,-0.4145369521334101,-0.4085691724684704,-0.2629602160773477,-0.0336357066465875,0.1817828825061606,6989.0,13,99,0.0372093023255813,9273.69,29721.76,4277.160000000001,2662.56,5593225,14884,11.2225,11.9716,72.25,7744,25000000,625,1024,4.812184355372417
87,1,mitsubishi pajero,1,0,0,3,1,0,-0.4089489839088631,-0.134008836029647,-0.2372958521717572,-0.8717252157535934,-0.2898793452412838,3,2,-0.1181318906410324,1,0.0749268260008453,0.6539800399008949,-0.4145369521334101,-0.4085691724684704,-0.2629602160773477,-0.0336357066465875,0.1817828825061606,8189.0,13,105,0.0365904365904365,9273.69,29721.76,4277.160000000001,2662.56,5784025,14884,11.2225,11.9716,72.25,7744,25000000,625,1024,4.812184355372417
88,1,mitsubishi outlander,1,1,0,3,1,0,-0.4089489839088631,-0.134008836029647,-0.2372958521717572,-0.8717252157535934,-0.2937298775923797,3,2,-0.4070031142761615,6,-0.5912900124162876,0.6539800399008949,-0.6669130366764994,0.3012332034301437,0.7878554622044521,-0.3400943672043866,-0.109353765257612,9279.0,13,104,0.0482729920932168,9273.69,29721.76,4277.160000000001,2662.56,5774409,12100,10.0489,11.9716,56.25,13456,30250000,529,900,4.709530201312334
89,-1,mitsubishi mirage g4,1,0,0,3,1,0,-0.4089489839088631,-0.134008836029647,-0.2372958521717572,-0.8717252157535934,-0.2937298775923797,3,2,-0.4070031142761615,6,-0.5912900124162876,0.6539800399008949,-0.6669130366764994,0.3012332034301437,0.7878554622044521,-0.3400943672043866,-0.109353765257612,9279.0,13,95,0.0482729920932168,9273.69,29721.76,4277.160000000001,2662.56,5774409,12100,10.0489,11.9716,56.25,13456,30250000,529,900,4.709530201312334
90,1,Nissan versa,1,0,1,3,1,0,-0.7085958764076113,-0.7109087497863971,-0.984971543932928,0.3179915904114915,-1.2833166918240289,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,5499.0,0,133,0.0365272631021704,8930.25,27324.090000000004,4070.44,2970.25,3568321,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
91,1,nissan gt-r,0,0,1,3,1,0,-0.7085958764076113,-0.7109087497863971,-0.984971543932928,0.3179915904114915,-1.0368826213538904,3,2,-0.5755113280633202,3,-1.257506850833419,0.6859461601154123,2.967302580743985,-1.2451219726346945,-0.6832864873900676,3.030950898931403,2.802012712380115,7099.0,14,85,0.0272682201289043,8930.25,27324.090000000004,4070.44,2970.25,4068289,10609,8.940100000000001,12.0409,479.61,3025,23040000,2025,2500,4.6443908991413725
92,1,nissan rogue,1,0,1,3,1,0,-0.7085958764076113,-0.7109087497863971,-0.984971543932928,0.3179915904114915,-1.227483972733138,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,6649.0,14,114,0.0359749739311783,8930.25,27324.090000000004,4070.44,2970.25,3678724,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
93,1,nissan latio,1,0,0,3,1,0,-0.7085958764076113,-0.7109087497863971,-0.984971543932928,0.3179915904114915,-1.188978649222179,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,6849.0,14,90,0.0356037151702786,8930.25,27324.090000000004,4070.44,2970.25,3755844,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
94,1,nissan titan,1,0,0,4,1,0,-0.7085958764076113,-0.3127665557852613,-0.984971543932928,-0.0922555841281931,-1.0234057581250549,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7349.0,14,127,0.034090909090909,8930.25,28968.04,4070.44,2862.25,4096576,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
95,1,nissan leaf,1,0,1,3,1,0,-0.7085958764076113,-0.7109087497863971,-0.984971543932928,0.3179915904114915,-1.1639501889400556,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7299.0,14,91,0.0353664787288569,8930.25,27324.090000000004,4070.44,2970.25,3806401,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
96,1,nissan juke,1,0,1,2,1,0,-0.7085958764076113,-0.6865326970924512,-0.984971543932928,-0.1743050190361312,-1.015704693422863,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7799.0,14,87,0.0340236686390532,8930.25,27423.36,4070.44,2840.89,4112784,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
97,1,nissan latio,1,0,0,3,1,0,-0.7085958764076113,-0.7109087497863971,-0.984971543932928,0.3179915904114915,-1.1254448654290965,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7499.0,14,90,0.0350076103500761,8930.25,27324.090000000004,4070.44,2970.25,3884841,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
98,1,nissan note,1,0,0,4,1,0,-0.7085958764076113,-0.3127665557852613,-0.984971543932928,-0.0922555841281931,-0.9983772978429314,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7999.0,14,100,0.0338733431516936,8930.25,28968.04,4070.44,2862.25,4149369,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
99,2,nissan clipper,1,0,1,1,1,0,-0.6087135789080294,-0.9465439258278872,-0.984971543932928,-0.1743050190361312,-1.054210016933822,3,2,-0.7199469398808848,1,-0.6653141055737468,0.1105559962541112,-0.1873984760446297,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,8249.0,14,49,0.0343625498007968,9044.009999999998,26373.76,4070.44,2840.89,4032064,9409,9.9225,10.8241,88.36000000000001,4761,27040000,961,1369,4.584967478670572
100,0,nissan rogue,1,0,0,2,1,0,-0.2591255376594878,-0.052755327049823,-0.3307553136419043,0.4000410253194296,-0.4458259054606681,3,2,-0.1662770945802206,1,0.0009027328433861,0.6859461601154123,-0.4145369521334101,-0.180418408786773,0.1573660552353722,0.2728229539112114,0.4729195302699334,8949.0,14,114,0.0417383820998278,9447.84,30067.56,4251.04,2992.09,5400976,14400,11.0889,12.0409,72.25,9409,27040000,729,1156,4.795790545596741
101,0,nissan nv200,1,0,0,3,1,0,-0.2591255376594878,-0.052755327049823,-0.3307553136419043,0.4000410253194296,-0.4881817613227232,3,2,-0.1662770945802206,1,0.0009027328433861,0.6859461601154123,-0.4145369521334101,-0.180418408786773,0.1573660552353722,0.2728229539112114,0.4729195302699334,9549.0,14,101,0.0421372719374457,9447.84,30067.56,4251.04,2992.09,5299204,14400,11.0889,12.0409,72.25,9409,27040000,729,1156,4.795790545596741
102,0,nissan dayz,1,0,0,3,1,0,0.2735800490049546,0.6216487974827147,0.2767311859140422,0.5641398951353029,1.0385543158868056,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-1.2594703488777836,-1.273900356312703,13499.0,14,69,0.0491114701130856,10080.160000000002,33014.89,4422.25,3036.01,9579025,32761,11.7649,10.6929,81.0,23104,27040000,289,484,5.204006687076795
103,0,nissan fuga,1,0,0,4,1,0,0.2735800490049546,0.8572839735242048,0.2767311859140422,0.9743870696749876,1.4255328171719446,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-1.2594703488777836,-1.273900356312703,14399.0,14,75,0.0461165048543689,10080.160000000002,34077.16,4422.25,3147.21,10863616,32761,11.7649,10.6929,81.0,23104,27040000,289,484,5.204006687076795
104,0,nissan otti,1,0,0,3,1,0,0.2735800490049546,0.8572839735242048,0.2767311859140422,0.5641398951353029,0.9711699997426272,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-0.9530116883199848,-0.8371953846670438,13499.0,14,103,0.049673202614379,10080.160000000002,34077.16,4422.25,3036.01,9363600,32761,11.7649,10.6929,81.0,23104,27040000,361,625,5.204006687076795
105,3,nissan teana,1,0,1,2,2,0,-1.2413014630720538,-0.2721398012953492,0.9309474162050656,-1.6511948473789937,0.9923479276736544,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.4166369369851088,0.1573660552353722,-0.9530116883199848,-0.8371953846670438,17199.0,14,125,0.0521002930641484,8335.689999999999,29138.489999999994,4610.410000000001,2470.09,9431041,32761,11.7649,10.6929,81.0,25600,27040000,361,625,5.204006687076795
106,3,nissan kicks,1,1,1,2,2,0,-1.2413014630720538,-0.2721398012953492,0.9309474162050656,-1.6511948473789937,1.1232660276109157,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.5912002113135727,2.430640331125986,0.1573660552353722,-1.2594703488777836,-1.1283320324308166,19699.0,14,88,0.0637145587766804,8335.689999999999,29138.489999999994,4610.410000000001,2470.09,9853321,32761,11.7649,10.6929,60.84,40000,27040000,289,529,5.204006687076795
107,1,nissan clipper,1,0,1,2,2,0,0.0738154540057884,0.3616375687472788,0.9309474162050656,-1.6511948473789937,1.1232660276109157,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.4166369369851088,0.1573660552353722,-0.9530116883199848,-0.8371953846670438,18399.0,14,49,0.0509716470213443,9840.64,31862.25,4610.410000000001,2470.09,9853321,32761,11.7649,10.6929,81.0,25600,27040000,361,625,5.204006687076795
108,0,peugeot 504,1,0,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,0.8941593527207089,2,2,-0.1662770945802206,5,0.4820593383668702,-0.209105205891056,-0.4397745605877189,-0.180418408786773,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,11900.0,15,18,0.0321192052980132,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,9120400,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790545596741
109,0,peugeot 304,0,1,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.234931465792697,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,0.4260522841901109,0.327351206388047,13200.0,15,11,0.029715358148264,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,10220809,23104,13.69,12.3904,441.0,9025,17222500,784,1089,5.030437921392435
110,0,peugeot 504 (sw),1,0,0,4,2,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.2984652495857796,2,2,-0.1662770945802206,5,0.4820593383668702,-0.209105205891056,-0.4397745605877189,-0.180418408786773,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,12440.0,15,19,0.0300309597523219,13041.64,39561.21,4678.56,3445.6900000000005,10432900,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790545596741
111,0,peugeot 504,0,1,0,4,2,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.6835184846953706,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,-0.0336357066465875,-0.8371953846670438,13860.0,15,18,0.0276967930029154,13041.64,39561.21,4678.56,3445.6900000000005,11764900,23104,13.69,12.3904,441.0,9025,17222500,625,625,5.030437921392435
112,0,peugeot 504,1,0,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.0000489923758464,2,2,-0.1662770945802206,5,0.4820593383668702,-3.405717227342726,-0.4397745605877189,-0.2311185784938168,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,15580.0,15,18,0.0308943089430894,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,9455625,14400,11.9716,4.7961,70.56,9025,25000000,361,576,4.795790545596741
113,0,peugeot 604sl,0,1,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.3408211054478345,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,0.4260522841901109,0.327351206388047,16900.0,15,21,0.0292127921279212,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,10575504,23104,13.69,12.3904,441.0,9025,17222500,784,1089,5.030437921392435
114,0,peugeot 504,1,0,0,4,2,0,2.5708728914953607,2.019209151935689,1.1645960698804303,1.220535374398799,1.404354889240917,2,2,-0.1662770945802206,5,0.4820593383668702,-3.405717227342726,-0.4397745605877189,-0.2311185784938168,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,16695.0,15,18,0.0289193302891933,13041.64,39561.21,4678.56,3214.8900000000003,10791225,14400,11.9716,4.7961,70.56,9025,25000000,361,576,4.795790545596741
